"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","category","neglog10p","neglog10p_plot"
0.586968942288328,-1.23203203141494,0.097,0.104,1,"PSD3","Not significant",0.231384877542227,0.231384877542227
0.587331656913436,-0.292906373429352,0.399,0.349,1,"FMNL2","Not significant",0.231116590247974,0.231116590247974
0.587360441370902,-1.06027125401989,0.105,0.112,1,"SMARCC2","Not significant",0.231095306490192,0.231095306490192
0.587590035023195,-0.435532944457941,0.572,0.51,1,"C6orf62","Not significant",0.230925578047091,0.230925578047091
0.588232874640108,0.392157837341624,0.103,0.088,1,"GRK6","Not significant",0.230450707683713,0.230450707683713
0.588583223315374,-0.447153489616869,0.24,0.213,1,"HAGH","Not significant",0.230192120974762,0.230192120974762
0.588957424999233,-0.088882500634752,0.11,0.12,1,"PHF14","Not significant",0.229916098686916,0.229916098686916
0.58905585290528,-0.126543431372208,0.176,0.153,1,"EPHX1","Not significant",0.229843524468336,0.229843524468336
0.589156200963329,0.547933464848802,0.105,0.092,1,"SLMAP","Not significant",0.229769546939685,0.229769546939685
0.59009317768598,-0.455976795706026,0.304,0.261,1,"NUP214","Not significant",0.229079406392115,0.229079406392115
0.590881632904909,-0.371768695562297,0.246,0.217,1,"LUCAT1","Not significant",0.228499509516053,0.228499509516053
0.591083968590063,-0.417486406404212,0.192,0.165,1,"RBM6","Not significant",0.228350819448759,0.228350819448759
0.591440363033137,-0.369083371391102,0.19,0.161,1,"USP14","Not significant",0.228089040235333,0.228089040235333
0.591810236230413,-0.46130435168016,0.337,0.289,1,"USP15","Not significant",0.227817527347171,0.227817527347171
0.591969186745814,-0.686069136377846,0.095,0.104,1,"TRAP1","Not significant",0.227700898639475,0.227700898639475
0.592227621703116,-0.28334708746074,0.163,0.141,1,"CD2AP","Not significant",0.227511340828023,0.227511340828023
0.592334331922644,-0.422298077276909,0.13,0.112,1,"ZRSR2","Not significant",0.227433094756575,0.227433094756575
0.592711520022395,-0.883890245238455,0.128,0.108,1,"BAD","Not significant",0.227156631671836,0.227156631671836
0.59293190932235,-0.247804543576277,0.219,0.193,1,"SHTN1","Not significant",0.226995176961972,0.226995176961972
0.592974236306227,-0.314372416426524,0.172,0.153,1,"ST3GAL6","Not significant",0.226964175561719,0.226964175561719
0.592986693148167,-0.00325674964093747,0.275,0.285,1,"DHRS3","Not significant",0.226955052263334,0.226955052263334
0.593451217621725,-0.0824712957203572,0.289,0.253,1,"RCC2","Not significant",0.226614974752235,0.226614974752235
0.593479041092221,-0.574507148494866,0.244,0.205,1,"NAPRT","Not significant",0.226594613691225,0.226594613691225
0.593809974999598,0.131690408685368,0.13,0.112,1,"PRPS1","Not significant",0.226352511268609,0.226352511268609
0.59387262454034,-0.210745120785622,0.328,0.289,1,"ZFC3H1","Not significant",0.22630669372464,0.22630669372464
0.594692770385516,-0.276607532610214,0.147,0.129,1,"TGFBR1","Not significant",0.225707341138795,0.225707341138795
0.594708454003664,-0.551808801127857,0.413,0.382,1,"NORAD","Not significant",0.225695887797939,0.225695887797939
0.594778550539417,-0.554980112142676,0.103,0.088,1,"UBE2G1","Not significant",0.225644701801628,0.225644701801628
0.59485244810424,-0.851422383392469,0.229,0.229,1,"AMDHD2","Not significant",0.225590746743788,0.225590746743788
0.594909658757406,0.141264429685623,0.196,0.173,1,"LTA4H","Not significant",0.225548979955534,0.225548979955534
0.594931511639875,0.106775747006307,0.089,0.1,1,"MED11","Not significant",0.225533027261163,0.225533027261163
0.595699905677591,-0.960987894491264,0.101,0.108,1,"KIAA2026","Not significant",0.224972468666817,0.224972468666817
0.596165533592376,-0.372419943901169,0.349,0.297,1,"BUD31","Not significant",0.224633135655495,0.224633135655495
0.596185512422558,-0.654195667336638,0.095,0.104,1,"FAF2","Not significant",0.224618581727384,0.224618581727384
0.596282097210257,0.197928854394527,0.12,0.104,1,"MTMR10","Not significant",0.224548229727738,0.224548229727738
0.596882292861822,-0.599642407686713,0.217,0.185,1,"CYB561A3","Not significant",0.224111304717753,0.224111304717753
0.597953324796516,-0.0726552754408436,0.157,0.137,1,"PLEKHF2","Not significant",0.223332714965511,0.223332714965511
0.598031486507706,-1.0203634506187,0.112,0.12,1,"A1BG","Not significant",0.223275949696265,0.223275949696265
0.598494987977502,-0.343449048164287,0.304,0.265,1,"JOSD1","Not significant",0.222939482187943,0.222939482187943
0.59937930756324,-0.72385879837912,0.132,0.141,1,"ZBTB38","Not significant",0.222298254327016,0.222298254327016
0.599538884233637,-0.399936949806353,0.143,0.124,1,"ADNP2","Not significant",0.22218264465777,0.22218264465777
0.599630889356911,-1.24564435030616,0.151,0.157,1,"CNP","Not significant",0.22211600302236,0.22211600302236
0.599686317094415,-0.401932851719481,0.304,0.297,1,"MRPL51","Not significant",0.222075860247071,0.222075860247071
0.59993880863286,-0.98298982226663,0.172,0.145,1,"FASTK","Not significant",0.221893043663554,0.221893043663554
0.600363889272896,0.0603019795210125,0.246,0.213,1,"TEX264","Not significant",0.221585437616561,0.221585437616561
0.600467065041097,-0.28388624081557,0.267,0.229,1,"GNB4","Not significant",0.221510808183092,0.221510808183092
0.601095744848861,-0.249947614774418,0.165,0.145,1,"SMIM12","Not significant",0.221056346387065,0.221056346387065
0.601461281548219,-0.340007540035139,0.2,0.177,1,"TCEAL9","Not significant",0.220792324685193,0.220792324685193
0.601565779705997,-0.748531142503903,0.091,0.1,1,"RPRD1B","Not significant",0.220716876717532,0.220716876717532
0.601670984514265,-1.09500423882412,0.101,0.108,1,"PCNA","Not significant",0.220640931784373,0.220640931784373
0.601701919441243,-0.368706988103092,0.517,0.494,1,"CTSA","Not significant",0.220618603097989,0.220618603097989
0.60181930904572,-0.36727926763576,0.227,0.197,1,"PPCS","Not significant",0.220533882269786,0.220533882269786
0.601828462489661,-0.169472702401917,0.103,0.088,1,"CREBZF","Not significant",0.220527276865301,0.220527276865301
0.602865260992909,-0.0943333338395315,0.275,0.241,1,"PTK2B","Not significant",0.219779740838176,0.219779740838176
0.603230076884128,0.00486947907808455,0.198,0.181,1,"DNM1L","Not significant",0.219517012796165,0.219517012796165
0.604339012376982,-0.679874245631133,0.138,0.12,1,"CREB3L2","Not significant",0.218719369489464,0.218719369489464
0.604897314266168,-0.667795376924126,0.109,0.092,1,"USP48","Not significant",0.218318343748514,0.218318343748514
0.60508305002375,0.115595235715458,0.101,0.112,1,"DTX3L","Not significant",0.21818501263402,0.21818501263402
0.60566185049519,0.267567835502386,0.118,0.104,1,"GALNT11","Not significant",0.217769780870647,0.217769780870647
0.605986522632947,-0.677959518562766,0.118,0.124,1,"CPSF7","Not significant",0.217537034598119,0.217537034598119
0.607068932257875,-0.432991413033816,0.225,0.197,1,"SZRD1","Not significant",0.216761992286359,0.216761992286359
0.607153284758875,-0.614391224020164,0.128,0.137,1,"MLKL","Not significant",0.216701651065017,0.216701651065017
0.607240755513343,-0.772970842016537,0.13,0.137,1,"PHYKPL","Not significant",0.216639088066848,0.216639088066848
0.607530702040991,0.00502302732296991,0.434,0.378,1,"SPCS2","Not significant",0.216431769762465,0.216431769762465
0.607783869069733,-0.239927677187387,0.428,0.369,1,"RNASE6","Not significant",0.216250830526178,0.216250830526178
0.608124936943127,-0.539253164287112,0.105,0.112,1,"LARP4B","Not significant",0.21600718741985,0.21600718741985
0.608196101453632,-0.630358074335924,0.188,0.193,1,"FAM20A","Not significant",0.215956368017276,0.215956368017276
0.608242897198487,-0.2802578710725,0.194,0.169,1,"ASH1L","Not significant",0.215922953873533,0.215922953873533
0.608249892726082,-0.557455671966094,0.285,0.277,1,"PDIA4","Not significant",0.21591795899143,0.21591795899143
0.60843503358609,-0.382915739122812,0.353,0.341,1,"MPDU1","Not significant",0.215785787296428,0.215785787296428
0.608579953088315,-0.671215126858819,0.112,0.096,1,"UNC45A","Not significant",0.215682357608014,0.215682357608014
0.609250417861598,0.043113277011044,0.455,0.398,1,"TUBB","Not significant",0.215204164277134,0.215204164277134
0.609280641992285,-0.391615338256066,0.376,0.317,1,"ERN1","Not significant",0.215182620020097,0.215182620020097
0.609337320100301,-0.587541766031562,0.182,0.157,1,"DIAPH1","Not significant",0.21514222181436,0.21514222181436
0.609356182724695,-0.500738257733082,0.159,0.141,1,"TMEM126B","Not significant",0.215128778017917,0.215128778017917
0.609898278487658,-0.112179981527554,0.386,0.333,1,"GM2A","Not significant",0.214742592489759,0.214742592489759
0.610320998096634,-0.284422862519432,0.461,0.402,1,"TAOK3","Not significant",0.214441687882796,0.214441687882796
0.610966829101468,-0.0946517559722031,0.196,0.173,1,"DENND3","Not significant",0.213982368037728,0.213982368037728
0.611040636688602,-0.268917280719181,0.14,0.12,1,"E2F4","Not significant",0.213929906446859,0.213929906446859
0.611126809435123,-0.364932294204301,0.141,0.124,1,"ZDHHC7","Not significant",0.213868663859381,0.213868663859381
0.611153588168005,-0.426714261512985,0.134,0.145,1,"MPHOSPH6","Not significant",0.213849634091829,0.213849634091829
0.612117025888425,-0.409805502994368,0.328,0.325,1,"NOP56","Not significant",0.213165540535845,0.213165540535845
0.612187507892506,-1.75569666839278,0.099,0.104,1,"TFE3","Not significant",0.213115536726114,0.213115536726114
0.612452038341045,-0.118688828216852,0.438,0.369,1,"MPP1","Not significant",0.212927915615501,0.212927915615501
0.612581622501954,0.0847448630823857,0.136,0.12,1,"ADCY3","Not significant",0.212836036203475,0.212836036203475
0.612646131082916,-0.489119560656791,0.138,0.12,1,"DCAF13","Not significant",0.212790304753643,0.212790304753643
0.612821691422239,-0.552064357959127,0.252,0.249,1,"SHISA5","Not significant",0.212665870826076,0.212665870826076
0.613229015927096,-0.679486038279979,0.101,0.108,1,"SLC39A8","Not significant",0.21237730398255,0.21237730398255
0.613391000228884,-0.229248775320638,0.603,0.554,1,"C1orf162","Not significant",0.212262600345068,0.212262600345068
0.613614092052258,-0.0115691329968775,0.597,0.534,1,"EIF4A1","Not significant",0.212104675085383,0.212104675085383
0.614105798347753,-0.100358313341854,0.134,0.116,1,"UBE2E3","Not significant",0.211756802017694,0.211756802017694
0.614187587822984,-0.912902171287668,0.132,0.141,1,"ENOSF1","Not significant",0.211698964503916,0.211698964503916
0.614214889174296,-0.433581327715679,0.167,0.173,1,"SMIM15","Not significant",0.211679660039056,0.211679660039056
0.614273561298128,-0.633127843074435,0.169,0.145,1,"ANKDD1A","Not significant",0.211638176572717,0.211638176572717
0.614293688802199,-0.253053279273992,0.118,0.1,1,"NECAP1","Not significant",0.211623946559745,0.211623946559745
0.614897374172431,0.0423395682548553,0.581,0.498,1,"RPS27L","Not significant",0.211197361541233,0.211197361541233
0.615861220725644,-0.372747631521333,0.281,0.281,1,"COMMD9","Not significant",0.21051714150983,0.21051714150983
0.616017461922981,-0.886506859996063,0.109,0.092,1,"ARHGEF7","Not significant",0.21040697694384,0.21040697694384
0.616191083400321,-0.174524369758545,0.45,0.446,1,"SERPINB6","Not significant",0.210284590436566,0.210284590436566
0.616311633695959,-0.880238255718148,0.483,0.466,1,"TIMP1","Not significant",0.210199634310096,0.210199634310096
0.616776912667884,-0.199618134683692,0.38,0.329,1,"ACSL3","Not significant",0.209871891261571,0.209871891261571
0.616811114121048,-0.299192058477889,0.254,0.221,1,"BUD23","Not significant",0.209847809474032,0.209847809474032
0.61784584013798,-0.351130200339806,0.143,0.153,1,"EIF2S1","Not significant",0.209119873016715,0.209119873016715
0.61805922416212,-0.538252959891148,0.227,0.201,1,"BTF3L4","Not significant",0.208969907606251,0.208969907606251
0.618112198682021,-0.227145287770556,0.374,0.325,1,"SH3BP5","Not significant",0.20893268535493,0.20893268535493
0.6183543126095,-0.802542457069228,0.293,0.285,1,"TLE3","Not significant",0.208762605950304,0.208762605950304
0.618824398727878,-0.745179544512277,0.12,0.129,1,"DCAF7","Not significant",0.208432571469133,0.208432571469133
0.618940839818341,-0.324124946730274,0.219,0.193,1,"MYCBP2","Not significant",0.208350860137082,0.208350860137082
0.618981312297795,-0.160736133335728,0.74,0.727,1,"CCNL1","Not significant",0.208322462592904,0.208322462592904
0.619086863286784,-0.646656025715674,0.105,0.112,1,"SPIRE1","Not significant",0.208248411400744,0.208248411400744
0.619129871289348,-0.545207003288101,0.252,0.253,1,"CD82","Not significant",0.208218241984233,0.208218241984233
0.619188524166534,-0.111377448150906,0.533,0.474,1,"ARRB2","Not significant",0.208177101319566,0.208177101319566
0.619310774518383,-0.105423702564745,0.51,0.454,1,"UNC93B1","Not significant",0.208091364244951,0.208091364244951
0.619377198594307,-0.0855783752463215,0.095,0.104,1,"GOSR2","Not significant",0.208044786559056,0.208044786559056
0.619773886515935,-0.238340241492671,0.205,0.181,1,"MAP4K4","Not significant",0.207766726226694,0.207766726226694
0.619872252934647,-0.705361330000882,0.126,0.108,1,"UTP18","Not significant",0.207697803343653,0.207697803343653
0.619989327771371,-0.192962025595925,0.287,0.249,1,"THRAP3","Not significant",0.207615786195124,0.207615786195124
0.620463148886376,-0.429219575727092,0.112,0.096,1,"KCTD7","Not significant",0.207284007413532,0.207284007413532
0.620526668126842,0.0844931383989631,0.151,0.133,1,"POLDIP2","Not significant",0.207239549263635,0.207239549263635
0.620567536883943,-0.505679106142808,0.116,0.1,1,"SERTAD3","Not significant",0.207210946961528,0.207210946961528
0.620601085839646,-0.689762523607892,0.169,0.173,1,"SRP54","Not significant",0.20718746888438,0.20718746888438
0.620603859242022,-0.581310201372876,0.14,0.12,1,"GLYR1","Not significant",0.207185528071377,0.207185528071377
0.620611670746842,-0.566542823501648,0.223,0.221,1,"CSK","Not significant",0.207180061666298,0.207180061666298
0.621581558687392,-1.07573189577615,0.229,0.229,1,"QSOX1","Not significant",0.206501878826045,0.206501878826045
0.621636807299201,0.214252619063091,0.192,0.173,1,"SUN2","Not significant",0.206463278741114,0.206463278741114
0.62192741951701,-0.320396677076891,0.182,0.161,1,"SMNDC1","Not significant",0.206260295602577,0.206260295602577
0.621948111579071,-0.453823112740046,0.479,0.458,1,"BSG","Not significant",0.206245846490671,0.206245846490671
0.621982399173014,-0.440194269106879,0.182,0.157,1,"GLG1","Not significant",0.20622190477894,0.20622190477894
0.622777538838479,-0.811752012329745,0.266,0.261,1,"GABPB1-AS1","Not significant",0.205667059132838,0.205667059132838
0.623026848261391,-0.981912975426282,0.114,0.096,1,"ZNF791","Not significant",0.205493237770152,0.205493237770152
0.623147891463439,-0.799844998086302,0.12,0.129,1,"DCAF11","Not significant",0.205408870155867,0.205408870155867
0.623163131849029,-0.563754060980773,0.198,0.201,1,"PARP10","Not significant",0.205398248705458,0.205398248705458
0.624216809212196,-0.0695803927498592,0.355,0.313,1,"SCAMP2","Not significant",0.204664540621327,0.204664540621327
0.624546969297287,-0.187744156550527,0.12,0.104,1,"MRPS23","Not significant",0.204434894776519,0.204434894776519
0.624780186821475,-1.17672824025156,0.13,0.137,1,"CLASRP","Not significant",0.204272751362733,0.204272751362733
0.625092283074499,-0.391831977555275,0.109,0.116,1,"RCBTB2","Not significant",0.204055862541525,0.204055862541525
0.625937352006152,-0.223438825738655,0.43,0.386,1,"HSBP1","Not significant",0.203469131708976,0.203469131708976
0.626214540999175,0.129282541265086,0.147,0.129,1,"SMC3","Not significant",0.203276852077802,0.203276852077802
0.626263104694684,-0.91709141145471,0.169,0.173,1,"MEAF6","Not significant",0.203243173321038,0.203243173321038
0.626883388479841,-0.20420443851412,0.343,0.297,1,"RNPS1","Not significant",0.202813238196014,0.202813238196014
0.626955819532061,-0.458087762805548,0.149,0.129,1,"IFFO1","Not significant",0.202763062055195,0.202763062055195
0.627214389202135,-0.517325413497637,0.221,0.193,1,"TNPO1","Not significant",0.202583986867937,0.202583986867937
0.62756473880626,-0.875462176011128,0.194,0.197,1,"LGALS8","Not significant",0.202341466251573,0.202341466251573
0.62782773780936,-0.396329832844742,0.176,0.185,1,"AC091271.1","Not significant",0.202159500819103,0.202159500819103
0.628102246560912,-0.966357230335933,0.196,0.193,1,"INPPL1","Not significant",0.201969653232987,0.201969653232987
0.628533357472479,-1.03244509716648,0.157,0.161,1,"CSRP1","Not significant",0.201671668524093,0.201671668524093
0.628641830363211,-0.464742946552276,0.318,0.309,1,"KTN1","Not significant",0.201596724031943,0.201596724031943
0.629233570802678,-0.190781580897376,0.178,0.157,1,"TMEM173","Not significant",0.201188114997536,0.201188114997536
0.629357652638376,-0.406268448221309,0.302,0.269,1,"SLC2A3","Not significant",0.201102482656044,0.201102482656044
0.629764857920584,-0.208326018995506,0.426,0.378,1,"HNRNPF","Not significant",0.2008215774832,0.2008215774832
0.630280295380079,-0.565992953235969,0.155,0.161,1,"RABGAP1L","Not significant",0.200466270125643,0.200466270125643
0.631226088626955,0.018006995333177,0.225,0.205,1,"RTF1","Not significant",0.199815060000496,0.199815060000496
0.631244067632024,0.158687088479593,0.202,0.213,1,"SAMD9L","Not significant",0.19980269030977,0.19980269030977
0.631628232943887,-0.0256145574913237,0.529,0.478,1,"RSRC2","Not significant",0.199538465842813,0.199538465842813
0.631989608011143,-0.505338719992314,0.194,0.165,1,"GATM","Not significant",0.199290062889328,0.199290062889328
0.632363423209045,-0.4441842358471,0.138,0.12,1,"VEZF1","Not significant",0.199033258217812,0.199033258217812
0.632749540609316,-0.313266432564778,0.105,0.092,1,"CRIPT","Not significant",0.198768161477352,0.198768161477352
0.633018548714189,-0.462297993425211,0.306,0.269,1,"SREK1","Not significant",0.198583564096081,0.198583564096081
0.633405545533867,-0.331060464820154,0.223,0.193,1,"ARHGEF1","Not significant",0.198318138652432,0.198318138652432
0.633955403510983,-0.572314873594102,0.186,0.165,1,"CAPN2","Not significant",0.197941292102985,0.197941292102985
0.634731900318506,-0.510213208704249,0.095,0.104,1,"USP37","Not significant",0.197409674391019,0.197409674391019
0.635061943057302,-0.748536651101016,0.147,0.153,1,"ZSWIM8","Not significant",0.197183912163194,0.197183912163194
0.635167003283681,0.0497355245391633,0.118,0.104,1,"UNC119","Not significant",0.197112071450039,0.197112071450039
0.635714481914641,-0.698055813411401,0.093,0.1,1,"POLK","Not significant",0.196737894997139,0.196737894997139
0.635808192888878,-0.199291919438803,0.124,0.108,1,"NAV1","Not significant",0.196673880159048,0.196673880159048
0.635965865230956,-0.361242343740277,0.165,0.145,1,"RP2","Not significant",0.196566194005163,0.196566194005163
0.636276591342013,-0.509869762987101,0.132,0.141,1,"SMARCC1","Not significant",0.19635405419266,0.19635405419266
0.636365065459293,-0.553496491242545,0.202,0.173,1,"LINC00847","Not significant",0.196293669840501,0.196293669840501
0.636408246189153,-0.486330648806335,0.238,0.209,1,"PSMF1","Not significant",0.196264201666494,0.196264201666494
0.636810559204298,-0.0924176319925882,0.186,0.169,1,"ELMO1","Not significant",0.195989744004464,0.195989744004464
0.637514702069126,-0.613727462963597,0.248,0.253,1,"IRAK3","Not significant",0.195509795280095,0.195509795280095
0.6376274293695,-0.140160296494178,0.525,0.49,1,"LAMP1","Not significant",0.195433008789503,0.195433008789503
0.63773271120254,-0.929210191022787,0.149,0.157,1,"S100A13","Not significant",0.195361306189141,0.195361306189141
0.637850068971499,-0.63542612641622,0.223,0.197,1,"KMO","Not significant",0.195281393176199,0.195281393176199
0.637856000327963,0.0397230967647044,0.178,0.161,1,"IRF3","Not significant",0.195277354698301,0.195277354698301
0.638054545241352,0.160351915396576,0.186,0.165,1,"GOLGA7","Not significant",0.195142193246285,0.195142193246285
0.638298082181624,-0.0278997234450982,0.275,0.241,1,"BNIP2","Not significant",0.194976460441241,0.194976460441241
0.638353788555161,0.147834623475096,0.308,0.273,1,"WAS","Not significant",0.194938559786875,0.194938559786875
0.638401196211464,-0.372452556350491,0.37,0.329,1,"TNFRSF14","Not significant",0.194906307892366,0.194906307892366
0.638575349209934,-0.324788745774434,0.264,0.237,1,"DOCK4","Not significant",0.194787850451652,0.194787850451652
0.639468503491366,0.0295651992767207,0.145,0.129,1,"ID3","Not significant",0.194180841485189,0.194180841485189
0.639563071512301,-0.221196386215401,0.095,0.104,1,"GTF2H1","Not significant",0.194116620443998,0.194116620443998
0.639836116620127,-0.291772362369133,0.18,0.161,1,"ERO1A","Not significant",0.193931249081346,0.193931249081346
0.639907324341065,0.0446175514252496,0.105,0.092,1,"IBTK","Not significant",0.193882918893725,0.193882918893725
0.640276441600172,-0.384910705865787,0.277,0.245,1,"SEPT9","Not significant",0.193632477359451,0.193632477359451
0.64119129962583,-0.658575714467651,0.14,0.12,1,"HSBP1L1","Not significant",0.193012379253214,0.193012379253214
0.641193603416217,-0.600435073652145,0.151,0.133,1,"MIR181A1HG","Not significant",0.193010818842685,0.193010818842685
0.641471330950283,-0.299290299604831,0.244,0.217,1,"PPFIA1","Not significant",0.192822748623923,0.192822748623923
0.64183273618123,-0.917904523513775,0.101,0.108,1,"USP33","Not significant",0.192578135822171,0.192578135822171
0.642265822168243,-0.915239291737871,0.126,0.133,1,"AHCTF1","Not significant",0.192285188119273,0.192285188119273
0.642489099526249,-0.286684386063284,0.287,0.245,1,"DDX6","Not significant",0.192134236176837,0.192134236176837
0.642629474452711,-0.247046132292899,0.372,0.325,1,"CHD1","Not significant",0.192039359241063,0.192039359241063
0.642877803740391,-0.107885048118249,0.163,0.145,1,"ZBTB8OS","Not significant",0.191871568606961,0.191871568606961
0.643118298106832,-0.166470000490771,0.442,0.394,1,"JTB","Not significant",0.191709133623928,0.191709133623928
0.643201833785852,-0.435249234285784,0.12,0.129,1,"CDK11B","Not significant",0.191652726072507,0.191652726072507
0.643296396744652,-1.04700390548443,0.136,0.116,1,"LYPLA2","Not significant",0.191588881178984,0.191588881178984
0.643530800332131,0.0271012159970267,0.401,0.353,1,"DDAH2","Not significant",0.191430662288464,0.191430662288464
0.643989675907579,-0.558729621323766,0.134,0.116,1,"UBA7","Not significant",0.191121094957438,0.191121094957438
0.644618925350953,-0.295191933992369,0.203,0.185,1,"AC100810.1","Not significant",0.190696948195647,0.190696948195647
0.644683847941448,-1.05621538072159,0.097,0.104,1,"CTCF","Not significant",0.190653210567201,0.190653210567201
0.644760211994352,-0.398449839234033,0.112,0.12,1,"GBE1","Not significant",0.190601770589522,0.190601770589522
0.644877594420937,-0.700784626404054,0.114,0.124,1,"NMD3","Not significant",0.190522711895638,0.190522711895638
0.644959887561484,0.0876954811613615,0.69,0.663,1,"HMGB1","Not significant",0.190467294903365,0.190467294903365
0.64518549849563,-0.307256988203443,0.399,0.394,1,"KCNMA1","Not significant",0.19031540258826,0.19031540258826
0.64531312772012,-0.509031848144999,0.161,0.141,1,"ASCC2","Not significant",0.190229499872859,0.190229499872859
0.645649504037372,-0.323371217585658,0.107,0.092,1,"TMEM144","Not significant",0.190003178245667,0.190003178245667
0.645651182727835,-0.731343519308397,0.141,0.149,1,"HERC1","Not significant",0.190002049080303,0.190002049080303
0.645910892092751,-0.347611792927331,0.186,0.165,1,"CCNL2","Not significant",0.189827391821778,0.189827391821778
0.646116340010833,-0.666200581231533,0.281,0.273,1,"NECAP2","Not significant",0.18968927569593,0.18968927569593
0.64647658224388,0.120729339151435,0.167,0.149,1,"SLC39A7","Not significant",0.189447202239829,0.189447202239829
0.646620729722517,-0.415047661321684,0.287,0.253,1,"VAT1","Not significant",0.189350376650243,0.189350376650243
0.647098780243938,0.355440591376755,0.105,0.092,1,"MOCS2","Not significant",0.189029418805248,0.189029418805248
0.647113436737038,-0.263659626201147,0.238,0.209,1,"BAG6","Not significant",0.189019582344126,0.189019582344126
0.647302049845984,-0.029373393178159,0.87,0.843,1,"GAPDH","Not significant",0.188893017676354,0.188893017676354
0.648787561020984,-0.263332994351346,0.209,0.185,1,"SFSWAP","Not significant",0.187897485294641,0.187897485294641
0.649190797500093,0.140821809195213,0.812,0.775,1,"FOS","Not significant",0.187627645073864,0.187627645073864
0.649343101162232,-0.0442267129185907,0.169,0.149,1,"DENND4B","Not significant",0.187525769196135,0.187525769196135
0.649438822426026,-0.50247771316418,0.496,0.47,1,"TMEM176B","Not significant",0.187461753496521,0.187461753496521
0.649951360289743,-0.736647012660062,0.107,0.092,1,"MUM1","Not significant",0.187119142969701,0.187119142969701
0.650155264774293,-0.517513746814866,0.256,0.221,1,"MRPL28","Not significant",0.186982916307219,0.186982916307219
0.65044524982061,-0.5711931329818,0.203,0.181,1,"ALDH16A1","Not significant",0.186789253601225,0.186789253601225
0.650471170100405,-0.652688521015807,0.134,0.116,1,"SEL1L","Not significant",0.186771947286517,0.186771947286517
0.651070835841779,-0.613932212307073,0.112,0.096,1,"RNF220","Not significant",0.186371758065264,0.186371758065264
0.651500120510234,-0.675849404756468,0.256,0.253,1,"LPP","Not significant",0.186085499618434,0.186085499618434
0.651521189500236,-0.566688223785103,0.138,0.145,1,"SEPT11","Not significant",0.186071455111215,0.186071455111215
0.652346356014298,-0.557191516217488,0.107,0.092,1,"MCMBP","Not significant",0.185521759227174,0.185521759227174
0.652347263084117,0.269391375478698,0.351,0.325,1,"GPR34","Not significant",0.18552115535296,0.18552115535296
0.652349606708296,-0.440554129910935,0.11,0.096,1,"ATP11B","Not significant",0.185519595108474,0.185519595108474
0.652793256607209,-0.47105699055463,0.256,0.225,1,"GCC2","Not significant",0.185224340518602,0.185224340518602
0.652875807060938,0.415279774368061,0.105,0.092,1,"RBM15B","Not significant",0.185169424295834,0.185169424295834
0.653959831646064,-0.17627219738091,0.25,0.253,1,"CCR1","Not significant",0.184448926645476,0.184448926645476
0.653961136405999,-0.734932929387799,0.236,0.233,1,"EIF3J","Not significant",0.184448060155751,0.184448060155751
0.654175278348366,-0.454256065407836,0.295,0.297,1,"TMC6","Not significant",0.184305872133621,0.184305872133621
0.654508474029062,-0.442303981293304,0.165,0.145,1,"CAND1","Not significant",0.184084726194606,0.184084726194606
0.654929128700759,-0.324555224316497,0.234,0.205,1,"GPRIN3","Not significant",0.183805693411969,0.183805693411969
0.655157479954728,-0.0768767699190356,0.61,0.546,1,"CLK1","Not significant",0.183654296260233,0.183654296260233
0.655766611058122,-0.79914361131817,0.116,0.1,1,"TYK2","Not significant",0.183250699594626,0.183250699594626
0.655982889826207,-0.0426866069132923,0.244,0.221,1,"MLXIP","Not significant",0.183107488293505,0.183107488293505
0.656071254337564,0.091621014678949,0.31,0.273,1,"SUMO1","Not significant",0.183048990372657,0.183048990372657
0.656206378258135,-0.518995063895516,0.341,0.289,1,"SMG1","Not significant",0.182959552632004,0.182959552632004
0.656322840796765,-0.643895622115991,0.107,0.112,1,"DUSP22","Not significant",0.182882481527949,0.182882481527949
0.656741532935434,-0.403543385714202,0.273,0.237,1,"SRSF6","Not significant",0.182605517663511,0.182605517663511
0.656980524979611,-1.36592200729071,0.099,0.104,1,"CWC27","Not significant",0.182447504137705,0.182447504137705
0.657721940513239,-0.314634122144352,0.161,0.141,1,"SNX14","Not significant",0.181957670555373,0.181957670555373
0.657817907301069,-0.416211102552746,0.172,0.153,1,"SMIM4","Not significant",0.181894308207902,0.181894308207902
0.657867562947927,-0.677593634451151,0.171,0.149,1,"SFXN3","Not significant",0.181861526553132,0.181861526553132
0.65787719663624,-0.404699482939773,0.105,0.112,1,"WASHC2C","Not significant",0.181855166873347,0.181855166873347
0.657888633266681,-0.165451379205356,0.116,0.104,1,"RLIM","Not significant",0.181847617102135,0.181847617102135
0.658139328882018,-0.361212496162,0.171,0.153,1,"NUB1","Not significant",0.181682155992149,0.181682155992149
0.659154371706604,-0.615584474547418,0.126,0.133,1,"TBL1XR1","Not significant",0.181012863207004,0.181012863207004
0.659624974782916,-0.374045427444,0.215,0.221,1,"PIK3AP1","Not significant",0.180702909417648,0.180702909417648
0.659963006240227,-0.457221758941118,0.174,0.149,1,"RAMMET","Not significant",0.180480407846033,0.180480407846033
0.659975614800677,-0.77250433678773,0.217,0.189,1,"CUL3","Not significant",0.180472110750788,0.180472110750788
0.659979015248072,-0.559111427359757,0.267,0.265,1,"SLC11A2","Not significant",0.180469873104878,0.180469873104878
